ID,Entry,Gene names,Cross-reference (STRING)
7770,Q7Z5H3,ARHGAP22 RHOGAP2,9606.ENSP00000412461
7771,P85298,ARHGAP8,9606.ENSP00000429240
7772,P57772,EEFSEC SELB,9606.ENSP00000254730
7773,Q9H5K3,POMK SGK196,9606.ENSP00000331258
7774,Q6XE38,SCGB1D4 UNQ517/PRO812,9606.ENSP00000351395
7775,Q96E16,SMIM19 C8orf40,9606.ENSP00000391549
7776,P56962,STX17,9606.ENSP00000259400
7777,Q8NFT2,STEAP2 PCANAP1 STAMP1 UNQ6507/PRO23203,9606.ENSP00000378119
7778,Q14714,SSPN KRAG,9606.ENSP00000242729
7779,H3BS89,TMEM178B,9606.ENSP00000456594
7780,Q9BZK7,TBL1XR1 IRA1 TBLR1,9606.ENSP00000405574
7781,P59544,TAS2R50,9606.ENSP00000424040
7782,Q15572,TAF1C,9606.ENSP00000455265
7783,Q8IYJ3,SYTL1 SLP1 SB146,9606.ENSP00000440704
7784,Q8WWU5,TCP11,9606.ENSP00000308708
7785,Q9UMS5,PHTF1 PHTF,9606.ENSP00000358617
7786,P22061,PCMT1,9606.ENSP00000356354
7787,P61457,PCBD1 DCOH PCBD,9606.ENSP00000299299
7788,Q12796,PNRC1 PROL2,9606.ENSP00000336931
7789,Q8WY54,PPM1E CAMKN KIAA1072 POPX1,9606.ENSP00000312411
7790,Q03052,POU3F1 OCT6 OTF6,9606.ENSP00000362103
7791,P40967,PMEL D12S53E PMEL17 SILV,9606.ENSP00000402758
7792,Q9BZ71,PITPNM3 NIR1,9606.ENSP00000262483
7793,O75360,PROP1,9606.ENSP00000311290
7794,P0CG20,PRR35 C16orf11,9606.ENSP00000386499
7795,Q99811,PRRX2 PMX2 PRX2,9606.ENSP00000361547
7796,Q99436,PSMB7 Z,9606.ENSP00000259457
7797,P28074,PSMB5 LMPX MB1 X,9606.ENSP00000355325
7798,Q9Y253,POLH RAD30 RAD30A XPV,9606.ENSP00000361310
7799,O00231,PSMD11,9606.ENSP00000261712
7800,Q03393,PTS,9606.ENSP00000280362
7801,Q13200,PSMD2 TRAP2,9606.ENSP00000310129
7802,Q7L523,RRAGA,9606.ENSP00000369899
7803,P62854,RPS26,9606.ENSP00000348849
7804,P62841,RPS15 RIG,9606.ENSP00000467466
7805,Q7RTT9,SLC29A4 ENT4 PMAT PSEC0113,9606.ENSP00000380081
7806,P78381,SLC35A2 UGALT UGT UGTL,9606.ENSP00000416002
7807,Q2MKA7,RSPO1,9606.ENSP00000348944
7808,P29034,S100A2 S100L,9606.ENSP00000357697
7809,P06702,S100A9 CAGB CFAG MRP14,9606.ENSP00000357727
7810,Q1RMZ1,BMT2 C7orf60 SAMTOR,9606.ENSP00000297145
7811,Q92503,SEC14L1 SEC14L,9606.ENSP00000376268
7812,Q7Z6J9,TSEN54 SEN54,9606.ENSP00000327487
7813,Q15637,SF1 ZFM1 ZNF162,9606.ENSP00000366604
7814,A6NKC9,SH2D7,9606.ENSP00000327846
7815,Q0VDG4,SCRN3,9606.ENSP00000272732
7816,Q9H299,SH3BGRL3 P1725,9606.ENSP00000270792
7817,Q12884,FAP,9606.ENSP00000188790
7818,O14828,SCAMP3 C1orf3 PROPIN1,9606.ENSP00000307275
7819,Q01826,SATB1,9606.ENSP00000399518
7820,Q9NY91,SLC5A4 SAAT1 SGLT3,9606.ENSP00000266086
7821,Q9H7L9,SUDS3 SAP45 SDS3,9606.ENSP00000443988
7822,Q6NUJ1,PSAPL1,9606.ENSP00000317445
7823,P60468,SEC61B,9606.ENSP00000223641
7824,P55809,OXCT1 OXCT SCOT,9606.ENSP00000196371
7825,Q8N0X7,SPART KIAA0610 SPG20 TAHCCP1,9606.ENSP00000414147
7826,O60749,SNX2 TRG9,9606.ENSP00000368831
7827,Q9BXN6,SPANXD SPANXE,9606.ENSP00000359546
7828,Q9NZC9,SMARCAL1 HARP,9606.ENSP00000349823
7829,P48436,SOX9,9606.ENSP00000245479
7830,O43791,SPOP,9606.ENSP00000377001
7831,Q6BEB4,SP5,9606.ENSP00000364430
7832,Q92959,SLCO2A1 OATP2A1 SLC21A2,9606.ENSP00000311291
7833,Q9NRG4,SMYD2 KMT3C,9606.ENSP00000355924
7834,Q6X4U4,SOSTDC1 USAG1 CDA019,9606.ENSP00000304930
7835,Q8WVK7,SKA2 FAM33A,9606.ENSP00000333433
7836,H3BR10,SMLR1,9606.ENSP00000456026
7837,O43760,SYNGR2 UNQ352/PRO615,9606.ENSP00000225777
7838,Q3KNW1,SNAI3 ZNF293,9606.ENSP00000327968
7839,Q9UIU6,SIX4,9606.ENSP00000216513
7840,Q8WVK2,SNRNP27,9606.ENSP00000244227
7841,Q5SQN1,SNAP47 C1orf142 HEL170 SVAP1,9606.ENSP00000314157
7842,P0CI01,SPDYE6,9606.ENSP00000485230
7843,Q92186,ST8SIA2 SIAT8B STX,9606.ENSP00000268164
7844,P61278,SST,9606.ENSP00000287641
7845,O60902,SHOX2 OG12X SHOT,9606.ENSP00000374240
7846,P57059,SIK1 SIK SNF1LK,9606.ENSP00000270162
7847,Q8IYB5,SMAP1,9606.ENSP00000359484
7848,P63165,SUMO1 SMT3C SMT3H3 UBL1 OK/SW-cl.43,9606.ENSP00000376077
7849,Q96A49,SYAP1 PRO3113,9606.ENSP00000369500
7850,Q8WUJ0,STYX,9606.ENSP00000346599
7851,Q6UWH6,TEX261 UNQ1882/PRO4325,9606.ENSP00000272438
7852,Q8WTU2,SSC4D SRCRB4D,9606.ENSP00000275560
7853,O75494,SRSF10 FUSIP1 FUSIP2 SFRS13A TASR,9606.ENSP00000420195
7854,P43307,SSR1 TRAPA PSEC0262,9606.ENSP00000244763
7855,Q9Y2M2,SSUH2 C3orf32 FLS485,9606.ENSP00000439378
7856,P49590,HARS2 HARSL HARSR HO3,9606.ENSP00000230771
7857,Q9NYW6,TAS2R3,9606.ENSP00000247879
7858,Q16559,TAL2 BHLHA19,9606.ENSP00000334547
7859,O95988,TCL1B TCL1,9606.ENSP00000343223
7860,P57082,TBX4,9606.ENSP00000240335
7861,P48775,TDO2 TDO,9606.ENSP00000444788
7862,Q15545,TAF7 TAF2F TAFII55,9606.ENSP00000312709
7863,P53779,MAPK10 JNK3 JNK3A PRKM10 SAPK1B,9606.ENSP00000352157
7864,Q8NBP5,MFSD9 PSEC0066,9606.ENSP00000258436
7865,Q8NGJ9,OR51T1,9606.ENSP00000369738
7866,Q8N148,OR6V1,9606.ENSP00000396085
7867,Q9BSM1,PCGF1 NSPC1 RNF68,9606.ENSP00000233630
7868,Q02548,PAX5,9606.ENSP00000350844
7869,Q6UXB8,PI16 CRISP9 PSPBP PSEC0164 UNQ289/PRO328,9606.ENSP00000362778
7870,Q9HB75,PIDD1 LRDD PIDD,9606.ENSP00000337797
7871,P05164,MPO,9606.ENSP00000225275
7872,Q5T9C9,PIP5KL1,9606.ENSP00000373399
7873,Q8WYR1,PIK3R5,9606.ENSP00000392812
7874,P07585,DCN SLRR1B,9606.ENSP00000052754
7875,Q5TYX0,PRAMEF5 PRAMEF23 PRAMEF5L,9606.ENSP00000480122
7876,O75915,ARL6IP5 DERP11 JWA PRA2 PRAF3 HSPC127,9606.ENSP00000273258
7877,Q04118,PRB3,9606.ENSP00000442626
7878,P10163,PRB4,9606.ENSP00000279575
7879,Q5FWE3,PRRT3 UNQ5823/PRO19642,9606.ENSP00000392511
7880,Q86YD1,PTOV1 ACID2 PP642 UNQ6127/PRO20092,9606.ENSP00000375717
7881,Q96EY7,PTCD3 MRPS39 TRG15,9606.ENSP00000254630
7882,Q8TE99,PXYLP1 ACPL2 HEL124 XYLP UNQ370/PRO706,9606.ENSP00000286353
7883,Q96NR8,RDH12 SDR7C2,9606.ENSP00000449079
7884,Q8N0V3,RBFA C18orf22,9606.ENSP00000305696
7885,Q15771,RAB30,9606.ENSP00000435189
7886,P35249,RFC4,9606.ENSP00000376272
7887,Q15493,RGN SMP30,9606.ENSP00000380365
7888,Q6ZRI8,ARHGAP36,9606.ENSP00000276211
7889,Q6ZS11,RINL,9606.ENSP00000467107
7890,Q9H6L5,RETREG1 FAM134B JK1,9606.ENSP00000304642
7891,P30050,RPL12,9606.ENSP00000354739
7892,P62987,UBA52 UBCEP2,9606.ENSP00000388107
7893,Q9H2S5,RNF39 HZFW,9606.ENSP00000244360
7894,Q9Y535,POLR3H KIAA1665 RPC8,9606.ENSP00000347345
7895,Q96T68,SETDB2 C13orf4 CLLD8 KMT1F,9606.ENSP00000346175
7896,Q9NQ03,SCRT2 FP7030,9606.ENSP00000246104
7897,Q9NY87,SPANXC,9606.ENSP00000351884
7898,O60248,SOX15 SOX12 SOX20 SOX26 SOX27,9606.ENSP00000355354
7899,O60493,SNX3,9606.ENSP00000230085
7900,O00570,SOX1,9606.ENSP00000330218
7901,Q8TCT7,SPPL2B IMP4 KIAA1532 PSL1,9606.ENSP00000478298
7902,Q8IW75,SERPINA12,9606.ENSP00000342109
7903,Q13103,SPP2 SPP24,9606.ENSP00000168148
7904,O14948,TFEC BHLHE34 TCFEC TFECL,9606.ENSP00000265440
7905,Q9BVW6,SMIM2 C13orf44,9606.ENSP00000383270
7906,P0C7P3,SLFN14,9606.ENSP00000391101
7907,Q96LK8,SPATA32 C17orf46 TEX34,9606.ENSP00000331532
7908,Q5VYV7,SLX4IP C20orf94,9606.ENSP00000335557
7909,Q53GS9,USP39 CGI-21 HSPC332 PRO2855,9606.ENSP00000312981
7910,Q6PI26,SHQ1,9606.ENSP00000315182
7911,A6NKU9,SPDYE3,9606.ENSP00000329565
7912,O75934,BCAS2 DAM1,9606.ENSP00000358554
7913,Q96JF0,ST6GAL2 KIAA1877 SIAT2,9606.ENSP00000386942
7914,O94933,SLITRK3 KIAA0848,9606.ENSP00000420091
7915,P17947,SPI1,9606.ENSP00000227163
7916,Q96PI1,SPRR4,9606.ENSP00000332163
7917,B4DS77,SHISA9,9606.ENSP00000454014
7918,Q86UD5,SLC9B2 NHA2 NHEDC2,9606.ENSP00000378265
7919,Q9HA77,CARS2 OK/SW-cl.10,9606.ENSP00000257347
7920,Q9BWW4,SSBP3 SSDP SSDP1,9606.ENSP00000360371
7921,Q5T5J6,SWT1 C1orf26,9606.ENSP00000356470
7922,Q8TBG9,SYNPR,9606.ENSP00000418994
7923,Q16891,IMMT HMP MIC60 MINOS2 PIG4 PIG52,9606.ENSP00000387262
7924,A8MW99,MEI4,9606.ENSP00000473370
7925,P50219,MNX1 HLXB9,9606.ENSP00000252971
7926,O95158,NXPH4 NPH4 UNQ1928/PRO4403,9606.ENSP00000333593
7927,Q01968,OCRL OCRL1,9606.ENSP00000360154
7928,O95047,OR2A4 OR2A10,9606.ENSP00000319546
7929,Q8NGI7,OR10V1,9606.ENSP00000302199
7930,P0CB38,PABPC4L,9606.ENSP00000463233
7931,Q9BRP1,PDCD2L,9606.ENSP00000246535
7932,P42785,PRCP PCP,9606.ENSP00000377055
7933,Q8N7H5,PAF1 PD2,9606.ENSP00000221265
7934,Q13492,PICALM CALM,9606.ENSP00000377015
7935,Q9BZM1,PLA2G12A PLA2G12 FKSG38 UNQ2519/PRO6012,9606.ENSP00000243501
7936,Q6ZVX9,PAQR9,9606.ENSP00000341564
7937,Q9Y237,PIN4,9606.ENSP00000362773
7938,A8MZF0,PRR33 C11orf89,9606.ENSP00000375311
7939,Q9BWN1,PRR14,9606.ENSP00000441641
7940,P25787,PSMA2 HC3 PSC3,9606.ENSP00000223321
7941,P53041,PPP5C PPP5,9606.ENSP00000012443
7942,O43395,PRPF3 HPRP3 PRP3,9606.ENSP00000315379
7943,P43378,PTPN9,9606.ENSP00000482732
7944,Q9BRP8,PYM1 PYM WIBG,9606.ENSP00000386156
7945,Q92781,RDH5 HSD17B9 RDH1 SDR9C5,9606.ENSP00000257895
7946,P58872,RHBDL3 RHBDL4 VRHO,9606.ENSP00000269051
7947,O00287,RFXAP,9606.ENSP00000255476
7948,Q9H6W3,RIOX1 C14orf169 MAPJD NO66,9606.ENSP00000477507
7949,Q9H6H4,REEP4 C8orf20 PP432,9606.ENSP00000303482
7950,Q92785,DPF2 BAF45D REQ UBID4,9606.ENSP00000436901
7951,Q8N392,ARHGAP18,9606.ENSP00000357131
7952,Q7L0Q8,RHOU ARHU CDC42L1 G28K WRCH1 SB128,9606.ENSP00000355652
7953,Q9H0U6,MRPL18 HSPC071,9606.ENSP00000356001
7954,P46777,RPL5 MSTP030,9606.ENSP00000359345
7955,O43567,RNF13 RZF,9606.ENSP00000341361
7956,Q96BH1,RNF25,9606.ENSP00000295704
7957,P62070,RRAS2 TC21,9606.ENSP00000256196
7958,Q92737,RASL10A RRP22,9606.ENSP00000216101
7959,Q9HBF5,ST20 HCCS1,9606.ENSP00000453502
7960,P42224,STAT1,9606.ENSP00000354394
7961,Q9NR83,SLC2A4RG HDBP1,9606.ENSP00000266077
7962,Q14542,SLC29A2 DER12 ENT2 HNP36,9606.ENSP00000350024
7963,Q96K37,SLC35E1 PSEC0038,9606.ENSP00000470652
7964,Q96GQ5,RUSF1 C16orf58,9606.ENSP00000317579
7965,Q9BSG5,RTBDN,9606.ENSP00000326253
7966,P78383,SLC35B1 UGTREL1,9606.ENSP00000240333
7967,Q96NL0,RUNDC3B RPIB9 RPIP9,9606.ENSP00000337732
7968,Q8TBE7,SLC35G2 TMEM22,9606.ENSP00000400839
7969,Q2M3R5,SLC35G1 C10orf60 POST TMEM20,9606.ENSP00000400932
7970,Q9UMX9,SLC45A2 AIM1 MATP,9606.ENSP00000296589
7971,Q9BQQ7,RTP3 TMEM7 Z3CXXC3,9606.ENSP00000296142
7972,P18405,SRD5A1,9606.ENSP00000274192
7973,Q8IY34,SLC15A3 OCTP PHT2 PTR3,9606.ENSP00000227880
7974,P60903,S100A10 ANX2LG CAL1L CLP11,9606.ENSP00000357801
7975,Q13214,SEMA3B SEMA5 SEMAA,9606.ENSP00000484146
7976,Q8WXD0,RXFP2 GPR106 GREAT LGR8,9606.ENSP00000298386
7977,O00560,SDCBP MDA9 SYCL,9606.ENSP00000260130
7978,Q9NS98,SEMA3G,9606.ENSP00000231721
7979,Q9BSV6,TSEN34 LENG5 SEN34,9606.ENSP00000397402
7980,Q15427,SF3B4 SAP49,9606.ENSP00000271628
7981,P09683,SCT,9606.ENSP00000176195
7982,Q9Y3A5,SBDS CGI-97,9606.ENSP00000246868
7983,Q9BRG2,SH2D3A NSP1 UNQ175/PRO201,9606.ENSP00000245908
7984,Q9H930,SP140L,9606.ENSP00000397911
7985,P50453,SERPINB9 PI9,9606.ENSP00000370074
7986,O15304,SIVA1 SIVA,9606.ENSP00000329213
7987,Q9BUD6,SPON2 DIL1 UNQ435/PRO866,9606.ENSP00000483599
7988,Q8NDZ2,SIMC1 C5orf25 PLEIAD,9606.ENSP00000342075
7989,Q16533,SNAPC1 SNAP43,9606.ENSP00000216294
7990,Q8NDV1,ST6GALNAC3 SIAT7C UNQ2787/PRO7177,9606.ENSP00000329214
7991,Q7L4E1,MIGA2 C9orf54 FAM73B PSEC0112,9606.ENSP00000351138
7992,Q8NGL7,OR4P4 OR4P3P,9606.ENSP00000324831
7993,Q8NGY3,OR6K3,9606.ENSP00000357127
7994,P30305,CDC25B CDC25HU2,9606.ENSP00000245960
7995,Q15800,MSMO1 DESP4 ERG25 SC4MOL,9606.ENSP00000261507
7996,P0C024,NUDT7,9606.ENSP00000268533
7997,Q7RTM1,OTOP1,9606.ENSP00000296358
7998,P41143,OPRD1 OPRD,9606.ENSP00000234961
7999,Q9H4B0,OSGEPL1 GCP1,9606.ENSP00000264151
8000,A5D8V7,ODAD3 CCDC151,9606.ENSP00000348757
8001,Q8NH09,OR8S1,9606.ENSP00000310632
8002,Q9UBU9,NXF1 TAP,9606.ENSP00000436679
8003,Q13113,PDZK1IP1 MAP17,9606.ENSP00000294338
8004,Q5EBL8,PDZD11 AIPP1 PDZK11 PISP HSPC227 UNQ6486/PRO21335,9606.ENSP00000239666
8005,Q86YI8,PHF13,9606.ENSP00000366876
8006,O14986,PIP5K1B STM7,9606.ENSP00000265382
8007,Q8WXI9,GATAD2B KIAA1150,9606.ENSP00000357644
8008,Q00169,PITPNA PITPN,9606.ENSP00000316809
8009,P0C851,PIRT,9606.ENSP00000462046
8010,Q8NA58,PNLDC1,9606.ENSP00000376007
8011,Q8NHR9,PFN4,9606.ENSP00000322170
8012,Q9UMS4,PRPF19 NMP200 PRP19 SNEV,9606.ENSP00000227524
8013,Q9HC23,PROK2 BV8,9606.ENSP00000295619
8014,P55786,NPEPPS PSA,9606.ENSP00000320324
8015,P11908,PRPS2,9606.ENSP00000381504
8016,Q92530,PSMF1,9606.ENSP00000338039
8017,P11465,PSG2 PSBG2,9606.ENSP00000385706
8018,Q6DKI7,PVRIG C7orf15,9606.ENSP00000316675
8019,P11216,PYGB,9606.ENSP00000216962
8020,Q6ZUM4,ARHGAP27 CAMGAP1 SH3D20 PP905,9606.ENSP00000403323
8021,P60866,RPS20,9606.ENSP00000429374
8022,Q9H1U9,SLC25A51 MCART1,9606.ENSP00000366945
8023,Q96T51,RUFY1 RABIP4 ZFYVE12,9606.ENSP00000325594
8024,P25815,S100P S100E,9606.ENSP00000296370
8025,A0AV02,SLC12A8 CCC9,9606.ENSP00000377112
8026,O76054,SEC14L2 C22orf6 KIAA1186 KIAA1658,9606.ENSP00000478755
8027,P46059,SLC15A1 PEPT1,9606.ENSP00000365686
8028,Q9UKG4,SLC13A4 SUT1,9606.ENSP00000297282
8029,Q8TEE9,SAP25,9606.ENSP00000481351
8030,Q9BYT1,SLC17A9 C20orf59,9606.ENSP00000359376
8031,Q8IYM1,SEPTIN12 SEPT12,9606.ENSP00000268231
8032,Q6ICB4,PHETA2 FAM109B,9606.ENSP00000312753
8033,O95968,SCGB1D1 LIPHA LPNA,9606.ENSP00000303070
8034,Q6FHJ7,SFRP4 FRPHE,9606.ENSP00000410715
8035,O75368,SH3BGRL,9606.ENSP00000362308
8036,Q9P0W8,SPATA7 HSD3,9606.ENSP00000377176
8037,Q5VWJ9,SNX30,9606.ENSP00000363349
8038,Q8IVW8,SPNS2,9606.ENSP00000333292
8039,Q496A3,SPATS1,9606.ENSP00000424400
8040,Q9UM82,SPATA2 KIAA0757 PD1,9606.ENSP00000416799
8041,A7XYQ1,SOBP JXC1,9606.ENSP00000318900
8042,O75635,SERPINB7,9606.ENSP00000381101
8043,H3BMG3,SMKR1,9606.ENSP00000454370
8044,Q5VUG0,SFMBT2 KIAA1617,9606.ENSP00000380353
8045,P0DPA3,SNHG28 C1orf204,9606.ENSP00000357082
8046,Q8N196,SIX5 DMAHP,9606.ENSP00000316842
8047,Q9H115,NAPB SNAPB,9606.ENSP00000482826
8048,Q9NRQ5,SMCO4 C11orf75 FN5,9606.ENSP00000298966
8049,P35326,SPRR2A,9606.ENSP00000376423
8050,P35270,SPR,9606.ENSP00000234454
8051,O15466,ST8SIA5 SIAT8E,9606.ENSP00000321343
8052,Q68D06,SLFN13,9606.ENSP00000285013
8053,P63208,SKP1 EMC19 OCP2 SKP1A TCEB1L,9606.ENSP00000231487
8054,Q13291,SLAMF1 SLAM,9606.ENSP00000306190
8055,Q6ZSJ9,SHISA6,9606.ENSP00000390084
8056,Q7Z404,TMC4,9606.ENSP00000477627
8057,O60499,STX10 SYN10,9606.ENSP00000466298
8058,Q8TCJ2,STT3B SIMP,9606.ENSP00000295770
8059,Q8TC36,SUN5 SPAG4L TSARG4,9606.ENSP00000348496
8060,P30518,AVPR2 ADHR DIR DIR3 V2R,9606.ENSP00000351805
8061,Q9UPT9,USP22 KIAA1063 USP3L,9606.ENSP00000261497
8062,P0DJD7,PGA4,9606.ENSP00000367391
8063,Q3SYG4,BBS9 PTHB1,9606.ENSP00000242067
8064,P30520,ADSS2 ADSS,9606.ENSP00000355493
8065,Q9BQI7,PSD2 EFA6C,9606.ENSP00000274710
8066,Q8N0Z8,PUSL1,9606.ENSP00000368318
8067,Q9HBH5,RDH14 PAN2 SDR7C4 UNQ529/PRO1072,9606.ENSP00000370648
8068,P57078,RIPK4 ANKRD3 DIK,9606.ENSP00000332454
8069,P23921,RRM1 RR1,9606.ENSP00000300738
8070,O75678,RFPL2 RNF79,9606.ENSP00000383096
8071,Q96MK2,RIPOR3 C20orf175 C20orf176 FAM65C,9606.ENSP00000332663
8072,P42331,ARHGAP25 KIAA0053,9606.ENSP00000386911
8073,O14921,RGS13,9606.ENSP00000442837
8074,Q8TCX5,RHPN1 KIAA1929,9606.ENSP00000289013
8075,Q9Y6G3,MRPL42 MRPL31 MRPS32 RPML31 HSPC204 PTD007,9606.ENSP00000449884
8076,P51449,RORC NR1F3 RORG RZRG,9606.ENSP00000327025
8077,P04843,RPN1,9606.ENSP00000296255
8078,Q16518,RPE65,9606.ENSP00000262340
8079,Q96G75,RMND5B UNQ2508/PRO5996,9606.ENSP00000420875
8080,Q9NXI6,RNF186,9606.ENSP00000364263
8081,Q9UI15,TAGLN3 NP25,9606.ENSP00000377494
8082,Q9UJ04,TSPYL4 KIAA0721,9606.ENSP00000410943
8083,Q9BZW7,TSGA10 CEP4L,9606.ENSP00000377123
8084,F5GYI3,UBAP1L,9606.ENSP00000454012
8085,Q15836,VAMP3 SYB3,9606.ENSP00000054666
8086,A6NDI0,TRIM49B RNF18B,9606.ENSP00000481457
8087,Q2WGJ8,TMEM249 C8orfK29,9606.ENSP00000454468
8088,Q8NET8,TRPV3,9606.ENSP00000301365
8089,Q8NER1,TRPV1 VR1,9606.ENSP00000461007
8090,Q9NQA5,TRPV5 ECAC1,9606.ENSP00000265310
8091,O95858,TSPAN15 NET7 TM4SF15 UNQ677/PRO1311,9606.ENSP00000362387
8092,O60636,TSPAN2,9606.ENSP00000358529
8093,O95900,TRUB2,9606.ENSP00000361982
8094,Q96NA8,TSNARE1,9606.ENSP00000303437
8095,P50552,VASP,9606.ENSP00000245932
8096,Q9HAC8,UBTD1,9606.ENSP00000359698
8097,P36543,ATP6V1E1 ATP6E ATP6E2,9606.ENSP00000253413
8098,Q5SQQ9,VAX1,9606.ENSP00000358207
8099,Q96JC1,VPS39 KIAA0770 TLP VAM6,9606.ENSP00000335193
8100,Q9UBQ0,VPS29 DC15 DC7 MDS007,9606.ENSP00000480853
8101,Q96AX1,VPS33A,9606.ENSP00000267199
8102,P0DPA2,VSIG8 C1orf204,9606.ENSP00000357080
8103,Q9H6D3,XKR8 XRG8,9606.ENSP00000362991
8104,O14994,SYN3,9606.ENSP00000351614
8105,Q8WVE7,TMEM170A TMEM170,9606.ENSP00000454404
8106,Q7Z6J8,UBE3D C6orf157 H10BH UBE2CBP,9606.ENSP00000358762
8107,Q8TAS1,UHMK1 KIS KIST,9606.ENSP00000420270
8108,D6RCP7,USP17L19,9606.ENSP00000425582
8109,Q8IXB3,TRARG1 IFITMD3 LOST1 TUSC5,9606.ENSP00000329548
8110,P59535,TAS2R40 GPR60,9606.ENSP00000386210
8111,Q9HBM6,TAF9B TAF9L,9606.ENSP00000339917
8112,P40238,MPL TPOR,9606.ENSP00000361548
8113,Q0P6H9,TMEM62,9606.ENSP00000260403
8114,Q6ZNR0,TMEM91,9606.ENSP00000375859
8115,A6NDV4,TMEM8B C9orf127 NGX6,9606.ENSP00000367227
8116,A2RU14,TMEM218,9606.ENSP00000436596
8117,Q86XT9,TMEM219,9606.ENSP00000457492
8118,Q9NWH2,TMEM242 C6orf35 BM-033 HSPC287,9606.ENSP00000383594
8119,P36537,UGT2B10,9606.ENSP00000265403
8120,A8MUK1,USP17L5,9606.ENSP00000425955
8121,Q96FB5,RRNAD1 C1orf66 CGI-41,9606.ENSP00000357199
8122,Q9Y6H5,SNCAIP,9606.ENSP00000261368
8123,Q96A28,SLAMF9 CD2F10 UNQ1938/PRO4421,9606.ENSP00000357072
8124,Q9NTG7,SIRT3 SIR2L3,9606.ENSP00000372191
8125,Q96N06,SPATA33 C16orf55,9606.ENSP00000462996
8126,Q9Y336,SIGLEC9 UNQ668/PRO1302,9606.ENSP00000413861
8127,Q8N5G0,SMIM20 C4orf52 MITRAC7,9606.ENSP00000427407
8128,P63272,SUPT4H1 SPT4H SUPT4H,9606.ENSP00000225504
8129,Q9NYZ4,SIGLEC8 SAF2,9606.ENSP00000321077
8130,Q15022,SUZ12 CHET9 JJAZ1 KIAA0160,9606.ENSP00000316578
8131,A6NJG2,SOWAHD ANKRD58,9606.ENSP00000340975
8132,Q9UNK0,STX8,9606.ENSP00000305255
8133,Q9H7V2,SYNDIG1 C20orf39 TMEM90B,9606.ENSP00000366058
8134,P54577,YARS1 YARS,9606.ENSP00000362576
8135,Q96LR4,TAFA4 FAM19A4,9606.ENSP00000295569
8136,Q969N4,TAAR8 GPR102 TA5 TAR5 TRAR5,9606.ENSP00000275200
8137,P68363,TUBA1B,9606.ENSP00000336799
8138,Q96RI8,TAAR6 TA4 TAR4 TRAR4,9606.ENSP00000275198
8139,Q16762,TST,9606.ENSP00000385828
8140,Q8IXH6,TP53INP2 C20orf110 DOR PINH,9606.ENSP00000363943
8141,Q9Y228,TRAF3IP3 T3JAM,9606.ENSP00000355991
8142,P47974,ZFP36L2 ERF2 RNF162C TIS11D,9606.ENSP00000282388
8143,Q15554,TERF2 TRBF2 TRF2,9606.ENSP00000254942
8144,Q6P9G4,TMEM154,9606.ENSP00000302144
8145,Q8WVE6,TMEM171,9606.ENSP00000415030
8146,Q96BF3,TMIGD2 CD28H IGPR1 UNQ3059/PRO9879,9606.ENSP00000301272
8147,A6NEH6,TMEM247,9606.ENSP00000388684
8148,Q9BZJ3,TPSD1,9606.ENSP00000211076
8149,P0C672,TSPAN19,9606.ENSP00000433816
8150,Q6IBS0,TWF2 PTK9L MSTP011,9606.ENSP00000303908
8151,Q96PP4,TSGA13,9606.ENSP00000406047
8152,Q15361,TTF1,9606.ENSP00000333920
8153,Q9BZM6,ULBP1 N2DL1 RAET1I,9606.ENSP00000229708
8154,C9JJH3,USP17L10,9606.ENSP00000403760
8155,Q9HBJ7,USP29,9606.ENSP00000254181
8156,O60763,USO1 VDP,9606.ENSP00000444850
8157,Q9Y5K5,UCHL5 UCH37 AD-019 CGI-70,9606.ENSP00000356425
8158,C9JLJ4,USP17L13,9606.ENSP00000414392
8159,Q06418,TYRO3 BYK DTK RSE SKY TIF,9606.ENSP00000263798
8160,P17643,TYRP1 CAS2 TYRP TYRRP,9606.ENSP00000373570
8161,Q0WX57,USP17L24 USP17 USP17H USP17I USP17J USP17K USP17L USP17M; USP17L25; USP17L26; USP17L27; USP17L28; USP17L29; USP17L30,9606.ENSP00000427366
8162,O15205,UBD FAT10,9606.ENSP00000366249
8163,E7ETH6,ZNF587B,9606.ENSP00000392410
8164,O75467,ZNF324 ZNF324A,9606.ENSP00000444812
8165,Q5W0Z9,ZDHHC20,9606.ENSP00000371905
8166,Q9NTW7,ZFP64 ZNF338,9606.ENSP00000216923
8167,Q8IYN0,ZNF100,9606.ENSP00000351042
8168,Q9UGR2,ZC3H7B KIAA1031,9606.ENSP00000345793
8169,Q6ZN06,ZNF813,9606.ENSP00000379684
8170,O95159,ZFPL1,9606.ENSP00000294258
8171,P52740,ZNF132,9606.ENSP00000254166
8172,Q9H5U6,ZCCHC4,9606.ENSP00000303468
8173,P17097,ZNF7 KOX4,9606.ENSP00000393260
8174,Q96MV8,ZDHHC15 UNQ1969/PRO4501,9606.ENSP00000362465
8175,O43670,ZNF207 BUGZ,9606.ENSP00000378165
8176,Q6ZMY9,ZNF517,9606.ENSP00000353058
8177,Q9HCX3,ZNF304,9606.ENSP00000375586
8178,Q16600,ZNF239 HOK2 MOK2,9606.ENSP00000307774
8179,Q86YE8,ZNF573,9606.ENSP00000440464
8180,Q969W8,ZNF566,9606.ENSP00000376010
